fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
11.6;0.23;0.57;1.8;0.07;3;8;1;3.14;0.7;9.9;6
9.1;0.4;0.5;1.8;0.07;7;16;0.99;3.21;0.69;12.5;8
8;0.38;0.44;1.9;0.1;6;15;1;3.3;0.64;11.4;6
10.2;0.29;0.65;2.4;0.08;6;17;1;3.22;0.63;11.8;6
8.2;0.74;0.09;2;0.07;5;10;0.99;3.28;0.57;11.8;6
7.7;0.61;0.18;2.4;0.08;6;20;1;3.29;0.6;10.2;6
6.6;0.52;0.08;2.4;0.07;13;26;0.99;3.4;0.72;12.5;7
11.1;0.31;0.53;2.2;0.06;3;10;1;3.02;0.83;10.9;7
11.1;0.31;0.53;2.2;0.06;3;10;1;3.02;0.83;10.9;7
8;0.62;0.35;2.8;0.09;28;52;1;3.31;0.62;10.8;5
9.3;0.33;0.45;1.5;0.06;19;37;0.99;3.18;0.89;11.1;7
7.5;0.77;0.2;8.1;0.1;30;92;1;3.2;0.58;9.2;5
7.2;0.35;0.26;1.8;0.08;33;75;1;3.4;0.58;9.5;6
8;0.62;0.33;2.7;0.09;16;37;1;3.31;0.58;10.7;6
7.5;0.77;0.2;8.1;0.1;30;92;1;3.2;0.58;9.2;5
9.1;0.25;0.34;2;0.07;45;67;1;3.44;0.86;10.2;7
9.9;0.32;0.56;2;0.07;3;8;1;3.15;0.73;11.4;6
8.6;0.37;0.65;6.4;0.08;3;8;1;3.27;0.58;11;5
8.6;0.37;0.65;6.4;0.08;3;8;1;3.27;0.58;11;5
7.9;0.3;0.68;8.3;0.05;37.5;278;0.99;3.01;0.51;12.3;7
10.3;0.27;0.56;1.4;0.05;3;8;0.99;3.16;0.51;11.8;6
7.9;0.3;0.68;8.3;0.05;37.5;289;0.99;3.01;0.51;12.3;7
7.2;0.38;0.3;1.8;0.07;31;70;1;3.42;0.59;9.5;6
8.7;0.42;0.45;2.4;0.07;32;59;1;3.33;0.77;12;6
7.2;0.38;0.3;1.8;0.07;31;70;1;3.42;0.59;9.5;6
6.8;0.48;0.08;1.8;0.07;40;64;1;3.12;0.49;9.6;5
8.5;0.34;0.4;4.7;0.06;3;9;1;3.38;0.66;11.6;7
7.9;0.19;0.42;1.6;0.06;18;30;0.99;3.29;0.69;11.2;6
11.6;0.41;0.54;1.5;0.1;22;41;1;3.02;0.76;9.9;7
11.6;0.41;0.54;1.5;0.1;22;41;1;3.02;0.76;9.9;7
10;0.26;0.54;1.9;0.08;42;74;0.99;2.98;0.63;11.8;8
7.9;0.34;0.42;2;0.09;8;19;1;3.35;0.6;11.4;6
7;0.54;0.09;2;0.08;10;16;0.99;3.43;0.59;11.5;6
9.2;0.31;0.36;2.2;0.08;11;31;1;3.33;0.86;12;7
6.6;0.73;0.09;5.5;0.12;9;17;1;3.35;0.49;10.8;6
9.4;0.4;0.47;2.5;0.09;6;20;1;3.15;0.5;10.5;5
6.6;0.73;0.09;5.5;0.12;9;17;1;3.35;0.49;10.8;6
8.6;0.52;0.38;1.5;0.1;5;18;1;3.2;0.52;9.4;5
8;0.31;0.45;2.1;0.22;5;16;0.99;3.15;0.81;12.5;7
8.6;0.52;0.38;1.5;0.1;5;18;1;3.2;0.52;9.4;5
8.4;0.34;0.42;2.1;0.07;23;36;0.99;3.11;0.78;12.4;6
7.4;0.49;0.27;2.1;0.07;14;25;0.99;3.35;0.63;12;6
6.1;0.48;0.09;1.7;0.08;18;30;0.99;3.45;0.54;11.2;6
7.4;0.49;0.27;2.1;0.07;14;25;0.99;3.35;0.63;12;6
8;0.48;0.34;2.2;0.07;16;25;0.99;3.28;0.66;12.4;6
6.3;0.57;0.28;2.1;0.05;13;49;0.99;3.41;0.6;12.8;5
8.2;0.23;0.42;1.9;0.07;9;17;0.99;3.21;0.54;12.3;6
9.1;0.3;0.41;2;0.07;10;24;1;3.27;0.85;11.7;7
8.1;0.78;0.1;3.3;0.09;4;13;1;3.36;0.49;9.5;5
10.8;0.47;0.43;2.1;0.17;27;66;1;3.17;0.76;10.8;6
8.3;0.53;0;1.4;0.07;6;14;1;3.25;0.64;10;6
5.4;0.42;0.27;2;0.09;23;55;0.99;3.78;0.64;12.3;7
7.9;0.33;0.41;1.5;0.06;6;35;0.99;3.29;0.71;11;6
8.9;0.24;0.39;1.6;0.07;3;10;1;3.12;0.59;9.5;6
5;0.4;0.5;4.3;0.05;29;80;0.99;3.49;0.66;13.6;6
7;0.69;0.07;2.5;0.09;15;21;1;3.38;0.6;11.3;6
7;0.69;0.07;2.5;0.09;15;21;1;3.38;0.6;11.3;6
7;0.69;0.07;2.5;0.09;15;21;1;3.38;0.6;11.3;6
7.1;0.39;0.12;2.1;0.07;14;24;0.99;3.3;0.53;13.3;6
5.6;0.66;0;2.5;0.07;7;15;0.99;3.52;0.58;12.9;5
7.9;0.54;0.34;2.5;0.08;8;17;0.99;3.2;0.72;13.1;8
6.6;0.5;0;1.8;0.06;21;28;0.99;3.44;0.55;12.3;6
6.3;0.47;0;1.4;0.06;27;33;0.99;3.45;0.48;12.3;6
10.7;0.4;0.37;1.9;0.08;17;29;1;3.12;0.65;11.2;6
6.5;0.58;0;2.2;0.1;3;13;1;3.62;0.62;11.5;4
8.8;0.24;0.35;1.7;0.06;13;27;0.99;3.14;0.59;11.3;7
5.8;0.29;0.26;1.7;0.06;3;11;0.99;3.39;0.54;13.5;6
6.3;0.76;0;2.9;0.07;26;52;0.99;3.51;0.6;11.5;6
10;0.43;0.33;2.7;0.1;28;89;1;3.22;0.68;10;5
10.5;0.43;0.35;3.3;0.09;24;70;1;3.21;0.69;10.5;6
9.1;0.6;0;1.9;0.06;5;10;1;3.18;0.63;10.4;6
5.9;0.19;0.21;1.7;0.05;57;135;0.99;3.32;0.44;9.5;5
7.4;0.36;0.34;1.8;0.08;18;38;0.99;3.38;0.88;13.6;7
7.2;0.48;0.07;5.5;0.09;10;18;1;3.37;0.68;11.2;7
8.5;0.28;0.35;1.7;0.06;6;15;1;3.3;0.74;11.8;7
8;0.25;0.43;1.7;0.07;22;50;0.99;3.38;0.6;11.9;6
10.4;0.52;0.45;2;0.08;6;13;1;3.22;0.76;11.4;6
10.4;0.52;0.45;2;0.08;6;13;1;3.22;0.76;11.4;6
7.5;0.41;0.15;3.7;0.1;29;94;1;3.14;0.58;9.1;5
8.2;0.51;0.24;2;0.08;16;86;1;3.34;0.64;9.5;6
7.3;0.4;0.3;1.7;0.08;33;79;1;3.41;0.65;9.5;6
8.2;0.38;0.32;2.5;0.08;24;71;1;3.27;0.85;11;6
6.9;0.45;0.11;2.4;0.04;6;12;0.99;3.3;0.65;11.4;6
7;0.22;0.3;1.8;0.07;16;20;1;3.61;0.82;10;6
7.3;0.32;0.23;2.3;0.07;35;70;1;3.43;0.62;10.1;5
8.2;0.2;0.43;2.5;0.08;31;51;1;3.53;0.81;10.4;6
7.8;0.5;0.12;1.8;0.18;6;21;1;3.28;0.87;9.8;6
10;0.41;0.45;6.2;0.07;6;14;1;3.21;0.49;11.8;7
7.8;0.39;0.42;2;0.09;9;21;1;3.39;0.66;11.6;6
10;0.35;0.47;2;0.06;6;11;1;3.23;0.52;12;6
8.2;0.33;0.32;2.8;0.07;4;12;0.99;3.3;0.76;12.8;7
6.1;0.58;0.23;2.5;0.04;16;70;0.99;3.46;0.65;12.5;6
8.3;0.6;0.25;2.2;0.12;9;38;1;3.15;0.53;9.8;5
9.6;0.42;0.35;2.1;0.08;17;38;1;3.23;0.66;11.1;6
6.6;0.58;0;2.2;0.1;50;63;1;3.59;0.68;11.4;6
8.3;0.6;0.25;2.2;0.12;9;38;1;3.15;0.53;9.8;5
8.5;0.18;0.51;1.75;0.07;45;88;1;3.33;0.76;11.8;7
5.1;0.51;0.18;2.1;0.04;16;101;0.99;3.46;0.87;12.9;7
6.7;0.41;0.43;2.8;0.08;22;54;1;3.42;1.16;10.6;6
10.2;0.41;0.43;2.2;0.11;11;37;1;3.16;0.67;10.8;5
10.6;0.36;0.57;2.3;0.09;6;20;1;3.14;0.72;11.1;7
8.8;0.45;0.43;1.4;0.08;12;21;1;3.21;0.75;10.2;6
8.5;0.32;0.42;2.3;0.08;12;19;0.99;3.14;0.71;11.8;7
9;0.79;0.24;1.7;0.08;10;21;1;3.29;0.67;10;5
9;0.79;0.24;1.7;0.08;10;21;1;3.29;0.67;10;5
8.5;0.44;0.5;1.9;0.37;15;38;1;3.01;1.1;9.4;5
9.9;0.54;0.26;2;0.11;7;60;1;2.94;0.98;10.2;5
8.2;0.33;0.39;2.5;0.07;29;48;1;3.32;0.88;12.4;7
6.5;0.34;0.27;2.8;0.07;8;44;0.99;3.21;0.56;12;6
7.6;0.5;0.29;2.3;0.09;5;14;1;3.32;0.62;11.5;6
9.2;0.36;0.34;1.6;0.06;5;12;1;3.2;0.67;10.5;6
7.1;0.59;0;2.2;0.08;26;44;1;3.42;0.68;10.8;6
9.7;0.42;0.46;2.1;0.07;5;16;1;3.27;0.74;12.3;6
7.6;0.36;0.31;1.7;0.08;26;65;1;3.46;0.62;9.5;6
7.6;0.36;0.31;1.7;0.08;26;65;1;3.46;0.62;9.5;6
6.5;0.61;0;2.2;0.1;48;59;1;3.61;0.7;11.5;6
6.5;0.88;0.03;5.6;0.08;23;47;1;3.58;0.5;11.2;4
7.1;0.66;0;2.4;0.05;6;11;0.99;3.35;0.66;12.7;7
5.6;0.92;0;2.1;0.04;17;78;0.99;3.68;0.73;11.4;5
8.2;0.35;0.33;2.4;0.08;11;47;1;3.27;0.81;11;6
8.2;0.35;0.33;2.4;0.08;11;47;1;3.27;0.81;11;6
9.8;0.39;0.43;1.65;0.07;5;11;0.99;3.19;0.46;11.4;5
10.2;0.4;0.4;2.5;0.07;41;54;1;3.38;0.86;10.5;6
6.8;0.66;0.07;1.6;0.07;16;61;1;3.29;0.6;9.3;5
6.7;0.64;0.23;2.1;0.08;11;119;1;3.36;0.7;10.9;5
7;0.43;0.3;2;0.09;6;39;0.99;3.33;0.46;11.9;6
6.6;0.8;0.03;7.8;0.08;6;12;1;3.52;0.5;12.2;5
7;0.43;0.3;2;0.09;6;39;0.99;3.33;0.46;11.9;6
6.7;0.64;0.23;2.1;0.08;11;119;1;3.36;0.7;10.9;5
8.8;0.96;0.05;1.8;0.08;5;19;1;3.3;0.44;9.6;4
9.1;0.4;0.57;4.6;0.08;6;20;1;3.28;0.57;12.5;6
6.5;0.89;0;2.3;0.17;6;12;1;3.56;0.51;10.8;5
7.2;0.25;0.37;2.5;0.06;11;41;0.99;3.52;0.8;12.4;7
6.4;0.89;0;2.3;0.17;6;12;1;3.56;0.51;10.8;5
7;0.75;0.12;1.8;0.11;15;64;1;3.22;0.59;9.5;6
6.2;0.43;0.22;1.8;0.08;21;56;1;3.52;0.6;9.5;6
7.9;0.58;0.23;2.3;0.08;23;94;1;3.21;0.58;9.5;6
7.7;0.57;0.21;1.5;0.07;4;9;0.99;3.16;0.54;9.8;6
7.7;0.26;0.26;2;0.05;19;77;1;3.15;0.79;10.9;6
7.9;0.58;0.23;2.3;0.08;23;94;1;3.21;0.58;9.5;6
7.7;0.57;0.21;1.5;0.07;4;9;0.99;3.16;0.54;9.8;6
7.9;0.34;0.36;1.9;0.07;5;10;0.99;3.27;0.54;11.2;7
8.6;0.42;0.39;1.8;0.07;6;12;1;3.35;0.69;11.7;8
9.9;0.74;0.19;5.8;0.11;33;76;1;3.14;0.55;9.4;5
7.2;0.36;0.46;2.1;0.07;24;44;1;3.4;0.85;11;7
7.2;0.36;0.46;2.1;0.07;24;44;1;3.4;0.85;11;7
7.2;0.36;0.46;2.1;0.07;24;44;1;3.4;0.85;11;7
9.9;0.72;0.55;1.7;0.14;24;52;1;3.35;0.94;10;5
7.2;0.36;0.46;2.1;0.07;24;44;1;3.4;0.85;11;7
6.2;0.39;0.43;2;0.07;14;24;0.99;3.45;0.87;11.2;7
6.8;0.65;0.02;2.1;0.08;8;15;0.99;3.35;0.62;10.4;6
6.6;0.44;0.15;2.1;0.08;22;53;1;3.32;0.62;9.3;5
6.8;0.65;0.02;2.1;0.08;8;15;0.99;3.35;0.62;10.4;6
9.6;0.38;0.42;1.9;0.07;5;13;1;3.15;0.75;10.5;6
10.2;0.33;0.46;1.9;0.08;6;9;1;3.1;0.48;10.4;6
8.8;0.27;0.46;2.1;0.1;20;29;0.99;3.26;0.56;11.3;6
7.9;0.57;0.31;2;0.08;10;79;1;3.29;0.69;9.5;6
8.2;0.34;0.37;1.9;0.06;43;74;0.99;3.23;0.81;12;6
8.2;0.4;0.31;1.9;0.08;8;24;1;3.24;0.69;10.6;6
9;0.39;0.4;1.3;0.04;25;50;0.99;3.2;0.83;10.9;6
10.9;0.32;0.52;1.8;0.13;17;44;1;3.28;0.77;11.5;6
10.9;0.32;0.52;1.8;0.13;17;44;1;3.28;0.77;11.5;6
8.1;0.53;0.22;2.2;0.08;33;89;1;3.26;0.46;9.6;6
10.5;0.36;0.47;2.2;0.07;9;23;1;3.23;0.76;12;6
12.6;0.39;0.49;2.5;0.08;8;20;1;3.07;0.82;10.3;6
9.2;0.46;0.23;2.6;0.09;18;77;1;3.15;0.51;9.4;5
7.5;0.58;0.03;4.1;0.08;27;46;1;3.02;0.47;9.2;5
9;0.58;0.25;2;0.1;8;21;1;3.27;0.72;9.6;5
5.1;0.42;0;1.8;0.04;18;88;0.99;3.68;0.73;13.6;7
7.6;0.43;0.29;2.1;0.08;19;66;1;3.4;0.64;9.5;5
7.7;0.18;0.34;2.7;0.07;15;58;0.99;3.37;0.78;11.8;6
7.8;0.82;0.01;2.6;0.07;48;90;1;3.38;0.62;10.8;5
7.6;0.43;0.29;2.1;0.08;19;66;1;3.4;0.64;9.5;5
10.2;0.23;0.37;2.2;0.06;14;36;1;3.23;0.49;9.3;4
7.1;0.75;0.01;2.2;0.06;11;18;0.99;3.39;0.4;12.8;6
6;0.33;0.32;12.9;0.05;6;113;1;3.3;0.56;11.5;4
7.8;0.55;0;1.7;0.07;7;17;1;3.26;0.64;9.4;6
7.1;0.75;0.01;2.2;0.06;11;18;0.99;3.39;0.4;12.8;6
8.1;0.73;0;2.5;0.08;12;24;1;3.38;0.46;9.6;4
6.5;0.67;0;4.3;0.06;11;20;0.99;3.45;0.56;11.8;4
7.5;0.61;0.2;1.7;0.08;36;60;0.99;3.1;0.4;9.3;5
9.8;0.37;0.39;2.5;0.08;28;65;1;3.16;0.59;9.8;5
9;0.4;0.41;2;0.06;15;40;0.99;3.22;0.6;12.2;6
8.3;0.56;0.22;2.4;0.08;10;86;1;3.37;0.62;9.5;5
5.9;0.29;0.25;13.4;0.07;72;160;1;3.33;0.54;10.3;6
7.4;0.55;0.19;1.8;0.08;15;34;1;3.49;0.68;10.5;5
7.4;0.74;0.07;1.7;0.09;15;48;1;3.12;0.48;10;5
7.4;0.55;0.19;1.8;0.08;15;34;1;3.49;0.68;10.5;5
6.9;0.41;0.33;2.2;0.08;22;36;0.99;3.41;0.75;11.1;6
7.1;0.6;0.01;2.3;0.08;24;37;1;3.4;0.61;10.9;6
7.1;0.6;0.01;2.3;0.08;24;37;1;3.4;0.61;10.9;6
7.5;0.58;0.14;2.2;0.08;27;60;1;3.28;0.59;9.8;5
7.1;0.72;0;1.8;0.12;6;14;1;3.45;0.58;9.8;5
7.9;0.66;0;1.4;0.1;6;13;1;3.43;0.58;9.5;5
7.8;0.7;0.06;1.9;0.08;20;35;1;3.4;0.69;10.9;5
6.1;0.64;0.02;2.4;0.07;26;46;0.99;3.47;0.45;11;5
7.5;0.59;0.22;1.8;0.08;43;60;0.99;3.1;0.42;9.2;5
7;0.58;0.28;4.8;0.09;12;69;1;3.32;0.7;11;6
6.8;0.64;0;2.7;0.12;15;33;1;3.44;0.63;11.3;6
6.8;0.64;0;2.7;0.12;15;33;1;3.44;0.63;11.3;6
8.6;0.64;0.68;1.8;0.4;19;56;1;3.02;1.15;9.3;5
6.3;1.02;0;2;0.08;17;24;0.99;3.59;0.55;11.2;4
9.8;0.45;0.38;2.5;0.08;34;66;1;3.15;0.58;9.8;5
8.2;0.78;0;2.2;0.09;13;26;1;3.37;0.46;9.6;4
8.5;0.37;0.32;1.8;0.07;26;51;0.99;3.38;0.72;11.8;6
7.2;0.57;0.05;2.3;0.08;16;36;1;3.38;0.6;10.3;6
7.2;0.57;0.05;2.3;0.08;16;36;1;3.38;0.6;10.3;6
10.4;0.43;0.5;2.3;0.07;13;19;1;3.1;0.87;11.4;6
6.9;0.41;0.31;2;0.08;21;51;1;3.47;0.55;9.5;6
5.5;0.49;0.03;1.8;0.04;28;87;0.99;3.5;0.82;14;8
5;0.38;0.01;1.6;0.05;26;60;0.99;3.7;0.75;14;6
7.3;0.44;0.2;1.6;0.05;24;64;0.99;3.38;0.57;11.7;6
5.9;0.46;0;1.9;0.08;25;44;0.99;3.5;0.53;11.2;5
7.5;0.58;0.2;2;0.07;34;44;0.99;3.1;0.43;9.3;5
7.8;0.58;0.13;2.1;0.1;17;36;0.99;3.24;0.53;11.2;6
8;0.72;0.22;2.3;0.08;13;81;1;3.24;0.54;9.5;6
8.5;0.4;0.4;6.3;0.05;3;10;1;3.28;0.56;12;4
7;0.69;0;1.9;0.11;3;10;1;3.35;0.6;9.7;6
8;0.72;0.22;2.3;0.08;13;81;1;3.24;0.54;9.5;6
9.8;0.3;0.39;1.7;0.06;3;9;0.99;3.14;0.57;11.5;7
7.1;0.46;0.2;1.9;0.08;28;54;1;3.37;0.64;10.4;6
7.1;0.46;0.2;1.9;0.08;28;54;1;3.37;0.64;10.4;6
7.9;0.77;0;2;0.08;9;22;1;3.33;0.68;10.9;6
8.7;0.63;0.28;2.7;0.1;17;69;1;3.26;0.63;10.2;6
7;0.42;0.19;2.3;0.07;18;36;0.99;3.39;0.56;10.9;5
11.3;0.37;0.5;1.8;0.09;20;47;1;3.15;0.57;10.5;5
7.1;0.16;0.44;2.5;0.07;17;31;0.99;3.35;0.54;12.4;6
8;0.6;0.08;2.6;0.06;3;7;0.99;3.22;0.37;13;5
7;0.6;0.3;4.5;0.07;20;110;1;3.3;1.17;10.2;5
7;0.6;0.3;4.5;0.07;20;110;1;3.3;1.17;10.2;5
7.6;0.74;0;1.9;0.1;6;12;1;3.36;0.59;11;5
8.2;0.64;0.1;2.1;0.07;25;60;1;3.29;0.75;10.9;6
5.9;0.4;0.13;2.4;0.06;14;28;0.99;3.62;0.67;12.4;6
7.5;0.76;0;1.9;0.08;6;12;1;3.34;0.49;9.7;4
8.2;0.64;0.1;2.1;0.07;25;60;1;3.29;0.75;10.9;6
6.6;0.63;0;4.3;0.09;51;77.5;1;3.2;0.45;9.5;5
6.6;0.63;0;4.3;0.09;51;77.5;1;3.2;0.45;9.5;5
7.2;0.53;0.14;2.1;0.06;15;29;0.99;3.35;0.61;12.1;6
5.7;0.6;0;1.4;0.06;11;18;0.99;3.45;0.56;12.2;6
7.6;1.58;0;2.1;0.14;5;9;0.99;3.5;0.4;10.9;3
5.2;0.65;0;2.15;0.08;15;28;0.99;3.78;0.61;12.5;6
6.7;0.86;0.07;2;0.1;20;57;1;3.6;0.74;11.7;6
9.1;0.37;0.32;2.1;0.06;4;15;1;3.3;0.8;11.2;6
8;0.28;0.44;1.8;0.08;28;68;1;3.36;0.66;11.2;5
7.6;0.79;0.21;2.3;0.09;21;68;1;3.12;0.44;9.2;5
7.5;0.61;0.26;1.9;0.07;24;88;1;3.3;0.53;9.8;5
9.7;0.69;0.32;2.5;0.09;22;91;1;3.29;0.62;10.1;5
6.8;0.68;0.09;3.9;0.07;15;29;1;3.41;0.52;11.1;4
9.7;0.69;0.32;2.5;0.09;22;91;1;3.29;0.62;10.1;5
7;0.62;0.1;1.4;0.07;27;63;1;3.28;0.61;9.2;5
7.5;0.61;0.26;1.9;0.07;24;88;1;3.3;0.53;9.8;5
6.5;0.51;0.15;3;0.06;12;27;0.99;3.33;0.59;12.8;6
8;1.18;0.21;1.9;0.08;14;41;1;3.34;0.47;10.5;5
7;0.36;0.21;2.3;0.09;20;65;1;3.4;0.54;10.1;6
7;0.36;0.21;2.4;0.09;24;69;1;3.4;0.53;10.1;6
7.5;0.63;0.27;2;0.08;17;91;1;3.26;0.58;9.8;6
5.4;0.74;0;1.2;0.04;16;46;0.99;4.01;0.59;12.5;6
9.9;0.44;0.46;2.2;0.09;10;41;1;3.18;0.69;11.9;6
7.5;0.63;0.27;2;0.08;17;91;1;3.26;0.58;9.8;6
9.1;0.76;0.68;1.7;0.41;18;64;1;2.9;1.33;9.1;6
9.7;0.66;0.34;2.6;0.09;12;88;1;3.26;0.66;10.1;5
5;0.74;0;1.2;0.04;16;46;0.99;4.01;0.59;12.5;6
9.1;0.34;0.42;1.8;0.06;9;18;0.99;3.18;0.55;11.4;5
9.1;0.36;0.39;1.8;0.06;21;55;0.99;3.18;0.82;11;7
6.7;0.46;0.24;1.7;0.08;18;34;0.99;3.39;0.6;10.6;6
6.7;0.46;0.24;1.7;0.08;18;34;0.99;3.39;0.6;10.6;6
6.7;0.46;0.24;1.7;0.08;18;34;0.99;3.39;0.6;10.6;6
6.7;0.46;0.24;1.7;0.08;18;34;0.99;3.39;0.6;10.6;6
6.5;0.52;0.11;1.8;0.07;13;38;1;3.34;0.52;9.3;5
7.4;0.6;0.26;2.1;0.08;17;91;1;3.29;0.56;9.8;6
7.4;0.6;0.26;2.1;0.08;17;91;1;3.29;0.56;9.8;6
7.8;0.87;0.26;3.8;0.11;31;67;1;3.26;0.46;9.2;5
8.4;0.39;0.1;1.7;0.08;6;25;1;3.09;0.43;9.7;6
9.1;0.78;0.22;2.2;0.08;12;48;1;3.18;0.51;9.6;5
7.2;0.84;0;2;0.17;4;11;1;3.39;0.52;10;5
6.6;0.58;0.02;2.4;0.07;19;40;0.99;3.38;0.66;12.6;6
6;0.5;0;1.4;0.06;15;26;0.99;3.36;0.45;9.5;5
6;0.5;0;1.4;0.06;15;26;0.99;3.36;0.45;9.5;5
6;0.5;0;1.4;0.06;15;26;0.99;3.36;0.45;9.5;5
7.5;0.51;0.02;1.7;0.08;13;31;1;3.36;0.54;10.5;6
7.5;0.51;0.02;1.7;0.08;13;31;1;3.36;0.54;10.5;6
7.5;0.51;0.02;1.7;0.08;13;31;1;3.36;0.54;10.5;6
7.6;0.54;0.02;1.7;0.09;17;31;1;3.37;0.51;10.4;6
7.5;0.51;0.02;1.7;0.08;13;31;1;3.36;0.54;10.5;6
11.5;0.42;0.48;2.6;0.08;8;20;1;3.09;0.53;11;5
8.2;0.44;0.24;2.3;0.06;10;28;1;3.25;0.53;10.2;6
6.1;0.59;0.01;2.1;0.06;5;13;0.99;3.52;0.56;11.4;5
7.2;0.66;0.03;1.8;0.08;7;12;1;3.34;0.39;9.5;5
7.2;0.66;0.03;1.8;0.08;7;12;1;3.34;0.39;9.5;5
6.9;0.57;0;2.8;0.08;21;41;1;3.41;0.52;10.8;5
9;0.6;0.29;2;0.07;32;73;1;3.34;0.57;10;5
7.2;0.62;0.01;2.3;0.07;8;46;0.99;3.32;0.51;11.8;6
7.6;0.65;0.03;1.9;0.09;14;57;1;3.37;0.46;10.3;5
7.6;0.65;0.03;1.9;0.09;14;57;1;3.37;0.46;10.3;5
7.2;0.58;0.03;2.3;0.08;7;28;1;3.35;0.52;10;5
6.1;0.32;0.25;1.8;0.09;5;32;0.99;3.36;0.44;10.1;5
6.1;0.34;0.25;1.8;0.08;4;28;0.99;3.36;0.44;10.1;5
7.3;0.43;0.24;2.5;0.08;27;67;1;3.6;0.59;11.1;6
7.4;0.64;0.17;5.4;0.17;52;98;1;3.28;0.5;9.5;5
11.6;0.48;0.4;1.4;0.09;6;28;1;3.07;0.65;10.03;6
9.2;0.54;0.31;2.3;0.11;11;38;1;3.24;0.56;10.9;5
8.3;0.85;0.14;2.5;0.09;13;54;1;3.36;0.54;10.1;5
11.6;0.48;0.4;1.4;0.09;6;28;1;3.07;0.65;10.03;6
8;0.83;0.27;2;0.08;11;63;1;3.29;0.48;9.8;4
7.2;0.61;0.02;1.9;0.1;10;31;1;3.46;0.53;11.8;6
7.8;0.5;0.09;2.2;0.12;10;42;1;3.18;0.62;9.5;5
7.3;0.74;0.08;1.7;0.09;10;45;1;3.24;0.5;9.8;5
6.9;0.54;0.3;2.2;0.09;9;105;1;3.25;1.18;10.5;6
8;0.77;0.32;2.1;0.08;16;74;1;3.27;0.5;9.8;6
6.6;0.61;0;1.6;0.07;4;8;0.99;3.33;0.37;10.4;4
8.7;0.78;0.51;1.7;0.42;12;66;1;3;1.17;9.2;5
7.5;0.58;0.56;3.1;0.15;5;14;0.99;3.21;1.03;11.6;6
8.7;0.78;0.51;1.7;0.42;12;66;1;3;1.17;9.2;5
7.7;0.75;0.27;3.8;0.11;34;89;1;3.24;0.45;9.3;5
6.8;0.82;0;1.2;0.27;16;29;0.99;3.32;0.51;9.8;3
7.2;0.56;0.26;2;0.08;13;100;1;3.26;0.52;9.9;5
8.2;0.89;0.2;1.4;0.09;7;31;0.99;3.11;0.46;10;5
5.2;0.49;0.26;2.3;0.09;23;74;1;3.71;0.62;12.2;6
7.2;0.45;0.15;2;0.08;10;28;1;3.29;0.51;9.9;6
7.5;0.57;0.02;2.6;0.08;11;35;1;3.36;0.62;10.8;6
7.5;0.57;0.02;2.6;0.08;11;35;1;3.36;0.62;10.8;6
6.8;0.83;0.09;1.8;0.07;4;25;1;3.38;0.45;9.6;5
8;0.6;0.22;2.1;0.08;25;105;1;3.3;0.49;9.9;5
8;0.6;0.22;2.1;0.08;25;105;1;3.3;0.49;9.9;5
7.1;0.76;0.15;1.8;0.11;20;84;1;3.19;0.5;9.5;5
8;0.81;0.25;3.4;0.08;34;85;1;3.19;0.42;9.2;5
7.4;0.64;0.07;1.8;0.1;8;23;1;3.3;0.58;9.6;5
7.4;0.64;0.07;1.8;0.1;8;23;1;3.3;0.58;9.6;5
6.6;0.64;0.31;6.1;0.08;7;49;1;3.35;0.68;10.3;5
6.7;0.48;0.02;2.2;0.08;36;111;1;3.1;0.53;9.7;5
6;0.49;0;2.3;0.07;15;33;0.99;3.58;0.59;12.5;6
8;0.64;0.22;2.4;0.09;5;33;1;3.37;0.58;11;5
7.1;0.62;0.06;1.3;0.07;5;12;0.99;3.17;0.48;9.8;5
8;0.52;0.25;2;0.08;19;59;1;3.3;0.48;10.2;5
6.4;0.57;0.14;3.9;0.07;27;73;1;3.32;0.48;9.2;5
8.6;0.69;0.1;1.6;0.09;3;12;1;3.31;0.65;9.55;6
8.7;0.68;0.1;1.6;0.09;4;11;1;3.31;0.65;9.55;5
7.3;0.59;0.26;2;0.08;17;104;1;3.28;0.52;9.9;5
7;0.6;0.12;2.2;0.08;13;28;1;3.52;0.62;10.2;7
7.2;0.67;0;2.2;0.07;10;24;1;3.42;0.72;11.1;6
7.9;0.69;0.21;2.1;0.08;33;141;1;3.25;0.51;9.9;5
7.9;0.69;0.21;2.1;0.08;33;141;1;3.25;0.51;9.9;5
7.6;0.3;0.42;2;0.05;6;24;1;3.44;0.82;11.9;6
7.2;0.33;0.33;1.7;0.06;3;13;1;3.23;1.1;10;8
8;0.5;0.39;2.6;0.08;12;46;1;3.43;0.62;10.7;6
7.7;0.28;0.3;2;0.06;18;34;1;3.28;0.9;11.3;7
8.2;0.24;0.34;5.1;0.06;8;22;1;3.22;0.94;10.9;6
6;0.51;0;2.1;0.06;40;54;1;3.54;0.93;10.7;6
8.1;0.29;0.36;2.2;0.05;35;53;1;3.27;1.01;12.4;7
6;0.51;0;2.1;0.06;40;54;1;3.54;0.93;10.7;6
6.6;0.96;0;1.8;0.08;5;16;0.99;3.5;0.44;11.9;6
6.4;0.47;0.4;2.4;0.07;8;19;1;3.56;0.73;10.6;6
